sequenceID,fold
H3K27ac_TDH_some/samples/kidney/MS002201/problems/chr1:30028082-91800000,3
H3K27ac_TDH_some/samples/kidney/MS002201/problems/chr3:60000-66170270,1
H3K27ac_TDH_some/samples/kidney/MS002201/problems/chr3:93504854-194041961,4
H3K27ac_TDH_some/samples/kidney/MS002202/problems/chr1:13607162-16800000,3
H3K27ac_TDH_some/samples/kidney/MS002202/problems/chr1:149509645-205922707,2
H3K27ac_TDH_some/samples/kidney/MS002202/problems/chr1:30028082-91800000,3
H3K27ac_TDH_some/samples/kidney/MS002202/problems/chr3:60000-66170270,1
H3K27ac_TDH_some/samples/kidney/MS002202/problems/chr3:93504854-194041961,4
H3K27ac_TDH_some/samples/kidney/MS040101/problems/chr1:13607162-16800000,3
H3K27ac_TDH_some/samples/kidney/MS040101/problems/chr1:149509645-205922707,2
H3K27ac_TDH_some/samples/kidney/MS040101/problems/chr1:30028082-91800000,3
H3K27ac_TDH_some/samples/kidney/MS040101/problems/chr3:60000-66170270,1
H3K27ac_TDH_some/samples/kidney/MS040101/problems/chr3:93504854-194041961,4
H3K27ac_TDH_some/samples/kidney/MS040102/problems/chr1:13607162-16800000,3
H3K27ac_TDH_some/samples/kidney/MS040102/problems/chr1:149509645-205922707,2
H3K27ac_TDH_some/samples/kidney/MS040102/problems/chr1:30028082-91800000,3
H3K27ac_TDH_some/samples/kidney/MS040102/problems/chr3:60000-66170270,1
H3K27ac_TDH_some/samples/kidney/MS040102/problems/chr3:93504854-194041961,4
H3K27ac_TDH_some/samples/kidney/MS040201/problems/chr1:13607162-16800000,3
H3K27ac_TDH_some/samples/kidney/MS040201/problems/chr1:149509645-205922707,2
H3K27ac_TDH_some/samples/kidney/MS040201/problems/chr1:30028082-91800000,3
H3K27ac_TDH_some/samples/kidney/MS040201/problems/chr3:60000-66170270,1
H3K27ac_TDH_some/samples/kidney/MS040201/problems/chr3:93504854-194041961,4
H3K27ac_TDH_some/samples/kidney/MS040301/problems/chr1:13607162-16800000,3
H3K27ac_TDH_some/samples/kidney/MS040301/problems/chr1:149509645-205922707,2
H3K27ac_TDH_some/samples/kidney/MS040301/problems/chr1:30028082-91800000,3
H3K27ac_TDH_some/samples/kidney/MS040301/problems/chr3:60000-66170270,1
H3K27ac_TDH_some/samples/kidney/MS040301/problems/chr3:93504854-194041961,4
H3K27ac_TDH_some/samples/kidney/MS040302/problems/chr1:13607162-16800000,3
H3K27ac_TDH_some/samples/kidney/MS040302/problems/chr1:149509645-205922707,2
H3K27ac_TDH_some/samples/kidney/MS040302/problems/chr1:30028082-91800000,3
H3K27ac_TDH_some/samples/kidney/MS040302/problems/chr3:60000-66170270,1
H3K27ac_TDH_some/samples/kidney/MS040302/problems/chr3:93504854-194041961,4
