sequenceID,quartile.0%,quartile.25%,quartile.50%,quartile.75%,quartile.100%,mean,sd,bases,data,log+1.quartile.0%,log+1.quartile.25%,log+1.quartile.50%,log+1.quartile.75%,log+1.quartile.100%,log+1.mean,log+1.sd,log+1.bases,log+1.data,log.quartile.0%,log.quartile.25%,log.quartile.50%,log.quartile.75%,log.quartile.100%,log.mean,log.sd,log.bases,log.data,log.log.quartile.0%,log.log.quartile.25%,log.log.quartile.50%,log.log.quartile.75%,log.log.quartile.100%,log.log.mean,log.log.sd,log.log.bases,log.log.data
H3K36me3_TDH_ENCODE/samples/aorta/ENCFF654ZIL/problems/chr8:48135599-86500000,0,0,1,2,66,1.27971100083121,1.23875565913749,38364401,1266786,0,0,0.693147180559945,1.09861228866811,4.20469261939097,0.824048680910982,0.805920202200862,17.4626405563487,14.0519943315163,-Inf,-Inf,0,0.693147180559945,4.18965474202643,0.246634271838634,0.214107375077448,17.4626405302829,14.0519935421173,,,-Inf,-0.366512920581664,1.43261833006792,-1.39984872046054,-1.54127763709773,2.86006377209732,2.64276427483311
H3K36me3_TDH_ENCODE/samples/aorta/ENCFF654ZIL/problems/chr8:87000000-142766515,0,0,1,2,15,1.34754095714964,1.27617472278169,55766515,1936130,0,0,0.693147180559945,1.09861228866811,2.77258872223978,0.85336837908318,0.822496280796386,17.8366841755519,14.4762022098187,-Inf,-Inf,0,0.693147180559945,2.70805020110221,0.298281418255347,0.243867105628224,17.83668415762,14.4762016933246,,,-Inf,-0.366512920581664,0.996228892951395,-1.20971788153929,-1.41113185112877,2.88125724427245,2.67250603855032
H3K36me3_TDH_ENCODE/samples/aorta/ENCFF717XWS/problems/chr5:100000-17500000,0,0,1,2,28,1.11120752873563,1.33197573807715,17400000,509706,0,0,0.693147180559945,1.09861228866811,3.36729582998647,0.747260072293662,0.846715864522097,16.671980821656,13.1415913298026,-Inf,-Inf,0,0.693147180559945,3.3322045101752,0.105447287755088,0.286663357295515,16.6719807641848,13.1415893678892,,,-Inf,-0.366512920581664,1.20363410002467,-2.24954409306061,-1.2494467227873,2.81372951179059,2.57578196220219
H3K36me3_TDH_ENCODE/samples/aorta/ENCFF717XWS/problems/chr6:60000-58087659,0,0,1,2,23,1.31193191853561,1.50485447529764,58027659,1996962,0,0,0.693147180559945,1.09861228866811,3.17805383034795,0.83808350337639,0.918230639155768,17.8764303513834,14.5071380844346,-Inf,-Inf,0,0.693147180559945,3.13549421592915,0.271500797815439,0.408696199371266,17.8764303341502,14.5071375836741,,,-Inf,-0.366512920581664,1.14278680629477,-1.30379020106573,-0.894783187766947,2.88348310407247,2.67464077546258
H3K36me3_TDH_ENCODE/samples/aorta/ENCFF717XWS/problems/chr6:62178589-95680543,0,0,1,2,16,1.08840281375827,1.24299313594751,33501954,964831,0,0,0.693147180559945,1.09861228866811,2.83321334405622,0.736399569880621,0.80781119532274,17.3271143533015,13.7797092719009,-Inf,-Inf,0,0.693147180559945,2.77258872223978,0.0847113131480394,0.217522290347208,17.3271143234525,13.7797082354505,,,-Inf,-0.366512920581664,1.01978144053823,-2.46850611897025,-1.52545394934958,2.85227257650154,2.62319709231713
H3K36me3_TDH_ENCODE/samples/aorta/ENCFF717XWS/problems/chr7:62500000-74715724,0,0,1,2,23,1.08994996940009,1.47291008177234,12215724,350138,0,0,0.693147180559945,1.09861228866811,3.17805383034795,0.73714012760412,0.905395627899404,16.3182346141668,12.7660854974824,-Inf,-Inf,0,0.693147180559945,3.13549421592915,0.0861317955546911,0.38724009133503,16.3182345323051,12.7660826414697,,,-Inf,-0.366512920581664,1.14278680629477,-2.45187664936838,-0.948710387268736,2.7922831655167,2.54679186037313
H3K36me3_TDH_ENCODE/samples/aorta/ENCFF717XWS/problems/chr8:48135599-86500000,0,0,1,2,54,1.08141156693675,1.23724914046181,38364401,1097113,0,0,0.693147180559945,1.09861228866811,4.00733318523247,0.733046301492985,0.805247048886684,17.4626405563487,13.9081936536393,-Inf,-Inf,0,0.693147180559945,3.98898404656427,0.078267194169664,0.212890480132956,17.4626405302829,13.9081927421566,,,-Inf,-0.366512920581664,1.38353657355811,-2.54762673990219,-1.54697742328699,2.86006377209732,2.63247807241575
H3K36me3_TDH_ENCODE/samples/aorta/ENCFF717XWS/problems/chr8:87000000-142766515,0,0,1,2,21,1.18197253315901,1.32002470688923,55766515,1738894,0,0,0.693147180559945,1.09861228866811,3.09104245335832,0.780229299411857,0.841577835142731,17.8366841755519,14.368760411985,-Inf,-Inf,0,0.693147180559945,3.04452243772342,0.16718468111578,0.277650453763436,17.83668415762,14.368759836907,,,-Inf,-0.366512920581664,1.11334405395999,-1.78865620264985,-1.28139231699571,2.88125724427245,2.66505639413335
H3K36me3_TDH_ENCODE/samples/colon/ENCFF161KDY/problems/chr5:100000-17500000,0,0,1,2,15,1.20033362068966,1.22507800746575,17400000,539163,0,0,0.693147180559945,1.09861228866811,2.77258872223978,0.788608994635238,0.7997919745388,16.671980821656,13.1977750707727,-Inf,-Inf,0,0.693147180559945,2.70805020110221,0.182599535395702,0.203004521533109,16.6719807641848,13.1977732160477,,,-Inf,-0.366512920581664,0.996228892951395,-1.7004598552073,-1.59452702662629,2.81372951179059,2.58004811960764
H3K36me3_TDH_ENCODE/samples/colon/ENCFF161KDY/problems/chr6:60000-58087659,0,0,1,2,22,1.34319828411482,1.32559449847998,58027659,2006922,0,0,0.693147180559945,1.09861228866811,3.13549421592915,0.851516784248267,0.843975704625048,17.8764303513834,14.5121132613225,-Inf,-Inf,0,0.693147180559945,3.09104245335832,0.295053549319703,0.281861036910365,17.8764303341502,14.5121127630472,,,-Inf,-0.366512920581664,1.12850839756175,-1.22059841599801,-1.26634110641207,2.88348310407247,2.67498366367385
H3K36me3_TDH_ENCODE/samples/colon/ENCFF161KDY/problems/chr6:62178589-95680543,0,0,1,2,13,1.27377731460081,1.23138145456577,33501954,1101341,0,0,0.693147180559945,1.09861228866811,2.63905732961526,0.821442463796539,0.802620880021928,17.3271143533015,13.9120399941733,-Inf,-Inf,0,0.693147180559945,2.56494935746154,0.241986749564963,0.208136672934729,17.3271143234525,13.9120390861897,,,-Inf,-0.366512920581664,0.941938734748111,-1.41887230818829,-1.56956033364733,2.85227257650154,2.63275458657864
H3K36me3_TDH_ENCODE/samples/colon/ENCFF161KDY/problems/chr7:62500000-74715724,0,0,1,2,16,1.11962581996777,1.3005162246773,12215724,352990,0,0,0.693147180559945,1.09861228866811,2.83321334405622,0.751239573090759,0.833133543262848,16.3182346141668,12.7741978398397,-Inf,-Inf,0,0.693147180559945,2.77258872223978,0.112994540172246,0.262761281551393,16.3182345323051,12.7741950069023,,,-Inf,-0.366512920581664,1.01978144053823,-2.18041577849687,-1.33650933370003,2.7922831655167,2.54742712094602
H3K36me3_TDH_ENCODE/samples/colon/ENCFF161KDY/problems/chr8:48135599-86500000,0,0,1,2,66,1.26820314488945,1.22624569210833,38364401,1256059,0,0,0.693147180559945,1.09861228866811,4.20469261939097,0.818987951911425,0.800316620575877,17.4626405563487,14.0434903955699,-Inf,-Inf,0,0.693147180559945,4.18965474202643,0.237601052086311,0.203957218829758,17.4626405302829,14.0434895994293,,,-Inf,-0.366512920581664,1.43261833006792,-1.43716226353076,-1.58984501874931,2.86006377209732,2.64215891468288
H3K36me3_TDH_ENCODE/samples/colon/ENCFF161KDY/problems/chr8:87000000-142766515,0,0,1,2,16,1.29433331094834,1.24366086774678,55766515,1861576,0,0,0.693147180559945,1.09861228866811,2.83321334405622,0.830442304991472,0.808108847784305,17.8366841755519,14.4369345359304,-Inf,-Inf,0,0.693147180559945,2.77258872223978,0.257995744786804,0.218059342799477,17.83668415762,14.4369339987513,,,-Inf,-0.366512920581664,1.01978144053823,-1.35481218727093,-1.52298803856024,2.88125724427245,2.66978978396384
H3K36me3_TDH_ENCODE/samples/colon/ENCFF496CCH/problems/chr5:100000-17500000,0,0,1,2,11,1.19010816091954,1.1428303728303,17400000,535925,0,0,0.693147180559945,1.09861228866811,2.484906649788,0.783950931156571,0.762127559289667,16.671980821656,13.1917513708203,-Inf,-Inf,0,0.693147180559945,2.39789527279837,0.174044194522079,0.13350796857669,16.6719807641848,13.1917495048893,,,-Inf,-0.366512920581664,0.874591382923689,-1.74844602051179,-2.01359411321016,2.81372951179059,2.57959159666657
H3K36me3_TDH_ENCODE/samples/colon/ENCFF496CCH/problems/chr6:60000-58087659,0,0,1,2,12,1.30245750565261,1.21470949665028,58027659,1952617,0,0,0.693147180559945,1.09861228866811,2.56494935746154,0.833977033234391,0.795121242142002,17.8764303513834,14.4846815942091,-Inf,-Inf,0,0.693147180559945,2.484906649788,0.264252868894442,0.194504950796995,17.8764303341502,14.4846810820761,,,-Inf,-0.366512920581664,0.910235093365326,-1.33084879754733,-1.63729766227846,2.88348310407247,2.67309161386303
H3K36me3_TDH_ENCODE/samples/colon/ENCFF496CCH/problems/chr6:62178589-95680543,0,0,1,2,13,1.26176088117129,1.17437545416168,33501954,1092428,0,0,0.693147180559945,1.09861228866811,2.63905732961526,0.816143660864408,0.776741475794037,17.3271143533015,13.9039142152817,-Inf,-Inf,0,0.693147180559945,2.56494935746154,0.232508270073678,0.160736477911806,17.3271143234525,13.90391329989,,,-Inf,-0.366512920581664,0.941938734748111,-1.45882948437796,-1.82798903814719,2.85227257650154,2.63217033288003
H3K36me3_TDH_ENCODE/samples/colon/ENCFF496CCH/problems/chr7:62500000-74715724,0,0,1,2,12,1.02381913671265,1.15117328867312,12215724,324463,0,0,0.693147180559945,1.09861228866811,2.56494935746154,0.704986388100742,0.766013408952847,16.3182346141668,12.6899298690644,-Inf,-Inf,0,0.693147180559945,2.484906649788,0.0235398867133541,0.14078167329292,16.3182345323051,12.6899267870537,,,-Inf,-0.366512920581664,0.910235093365326,-3.7490589896784,-1.96054500500178,2.7922831655167,2.54080851236794
H3K36me3_TDH_ENCODE/samples/colon/ENCFF496CCH/problems/chr8:48135599-86500000,0,0,1,2,69,1.26362223145358,1.17193712956838,38364401,1253142,0,0,0.693147180559945,1.09861228866811,4.24849524204936,0.816966287519847,0.775619455781836,17.4626405563487,14.0411653534637,-Inf,-Inf,0,0.693147180559945,4.23410650459726,0.233982383533967,0.158658046002956,17.4626405302829,14.0411645554698,,,-Inf,-0.366512920581664,1.44317232700123,-1.4525094505013,-1.841004046809,2.86006377209732,2.64199334070416
H3K36me3_TDH_ENCODE/samples/colon/ENCFF496CCH/problems/chr8:87000000-142766515,0,0,1,2,12,1.27939486625621,1.17464527074007,55766515,1843939,0,0,0.693147180559945,1.09861228866811,2.56494935746154,0.823909998202256,0.77686555732678,17.8366841755519,14.4274151446084,-Inf,-Inf,0,0.693147180559945,2.484906649788,0.2463872054076,0.160966204773486,17.83668415762,14.4274146022912,,,-Inf,-0.366512920581664,0.910235093365326,-1.4008509747765,-1.82656084427071,2.88125724427245,2.66913018849285
H3K36me3_TDH_ENCODE/samples/skeletalMuscle/ENCFF000BLH/problems/chr5:100000-17500000,0,0,0,0,35,0.211409770114943,0.67041029073167,17400000,188533,0,0,0,0,3.58351893845611,0.191784780675775,0.513069279326376,16.671980821656,12.147033640958,-Inf,-Inf,-Inf,-Inf,3.55534806148941,-1.55395699036539,-0.399865379795336,16.6719807641848,12.1470283368609,,,,,1.26845296605453,,,2.81372951179059,2.49708455854334
H3K36me3_TDH_ENCODE/samples/skeletalMuscle/ENCFF000BLH/problems/chr6:60000-58087659,0,0,0,0,16,0.276938209759591,0.715022348057938,58027659,828021,0,0,0,0,2.83321334405622,0.244465188847285,0.539426111470574,17.8764303513834,13.6267950030627,-Inf,-Inf,-Inf,-Inf,2.77258872223978,-1.28396086713845,-0.335441480751501,17.8764303341502,13.6267937953646,,,,,1.01978144053823,,,2.88348310407247,2.61203798658925
H3K36me3_TDH_ENCODE/samples/skeletalMuscle/ENCFF000BLH/problems/chr6:62178589-95680543,0,0,0,0,14,0.189705710896744,0.56995277765538,33501954,330051,0,0,0,0,2.70805020110221,0.173705974771871,0.451045540981357,17.3271143533015,12.7070054967865,-Inf,-Inf,-Inf,-Inf,2.63905732961526,-1.662281297609,-0.562201767804111,17.3271143234525,12.7070024669563,,,,,0.970421781277365,,,2.85227257650154,2.5421532168639
H3K36me3_TDH_ENCODE/samples/skeletalMuscle/ENCFF000BLH/problems/chr7:62500000-74715724,0,0,0,0,22,0.280612430339782,0.713229948064359,12215724,178180,0,0,0,0,3.13549421592915,0.247338424708416,0.538380447381659,16.3182346141668,12.0905551665611,-Inf,-Inf,-Inf,-Inf,3.09104245335832,-1.27078081315104,-0.337951402758154,16.3182345323051,12.0905495542746,,,,,1.12850839756175,,,2.7922831655167,2.49242411886863
H3K36me3_TDH_ENCODE/samples/skeletalMuscle/ENCFF000BLH/problems/chr8:48135599-86500000,0,0,0,0,16,0.198132117324079,0.583225263530205,38364401,394212,0,0,0,0,2.83321334405622,0.180763775185379,0.459464072436486,17.4626405563487,12.8846466513407,-Inf,-Inf,-Inf,-Inf,2.77258872223978,-1.61882121159353,-0.539181780415555,17.4626405302829,12.8846441146377,,,,,1.01978144053823,,,2.86006377209732,2.55603622359388
H3K36me3_TDH_ENCODE/samples/skeletalMuscle/ENCFF000BLH/problems/chr8:87000000-142766515,0,0,0,0,37,0.222608423710895,0.617325205639535,55766515,644189,0,0,0,0,3.63758615972639,0.200986628586213,0.48077367703392,17.8366841755519,13.3757489926293,-Inf,-Inf,-Inf,-Inf,3.61091791264422,-1.50234099848969,-0.482359318341481,17.83668415762,13.375747440291,,,,,1.28396200945433,,,2.88125724427245,2.5934431746069
H3K36me3_TDH_ENCODE/samples/skeletalMuscle/ENCFF000BLL/problems/chr5:100000-17500000,0,0,0,0,20,0.213349655172414,0.556510050843397,17400000,190842,0,0,0,0,3.04452243772342,0.193384844955238,0.442446168214621,16.671980821656,12.1592063794813,-Inf,-Inf,-Inf,-Inf,2.99573227355399,-1.54482288560247,-0.586070047614903,16.6719807641848,12.1592011395584,,,,,1.09718870036495,,,2.81372951179059,2.49808617861996
H3K36me3_TDH_ENCODE/samples/skeletalMuscle/ENCFF000BLL/problems/chr6:60000-58087659,0,0,0,0,11,0.279338513380317,0.616059033068602,58027659,834212,0,0,0,0,2.484906649788,0.246343157929772,0.47999048979592,17.8764303513834,13.6342440444164,-Inf,-Inf,-Inf,-Inf,2.39789527279837,-1.27533092301916,-0.484412487136723,17.8764303341502,13.6342428456811,,,,,0.874591382923689,,,2.88348310407247,2.61258448455262
H3K36me3_TDH_ENCODE/samples/skeletalMuscle/ENCFF000BLL/problems/chr6:62178589-95680543,0,0,0,0,9,0.198407531692032,0.505811584723518,33501954,345774,0,0,0,0,2.30258509299405,0.180993618550815,0.409332011805485,17.3271143533015,12.7535435534929,-Inf,-Inf,-Inf,-Inf,2.19722457733622,-1.61743212269449,-0.681591041245179,17.3271143234525,12.7535406614346,,,,,0.787195008176644,,,2.85227257650154,2.54580893198927
H3K36me3_TDH_ENCODE/samples/skeletalMuscle/ENCFF000BLL/problems/chr7:62500000-74715724,0,0,0,0,13,0.221409717508352,0.548002321809668,12215724,140478,0,0,0,0,2.63905732961526,0.200005697816146,0.436965275043457,16.3182346141668,11.8528132903926,-Inf,-Inf,-Inf,-Inf,2.56494935746154,-1.50774036848582,-0.601475755164141,16.3182345323051,11.8528061718655,,,,,0.941938734748111,,,2.7922831655167,2.47256464729898
H3K36me3_TDH_ENCODE/samples/skeletalMuscle/ENCFF000BLL/problems/chr8:48135599-86500000,0,0,0,0,24,0.207685661506875,0.520568268447591,38364401,413941,0,0,0,0,3.2188758248682,0.188705851666715,0.419084125810426,17.4626405563487,12.9334811463746,-Inf,-Inf,-Inf,-Inf,3.17805383034795,-1.57172958511535,-0.652834240166384,17.4626405302829,12.9334787305743,,,,,1.15626900640655,,,2.86006377209732,2.55981919995264
H3K36me3_TDH_ENCODE/samples/skeletalMuscle/ENCFF000BLL/problems/chr8:87000000-142766515,0,0,0,0,11,0.241850293137378,0.563436202671563,55766515,697544,0,0,0,0,2.484906649788,0.216602439319701,0.446886092907719,17.8366841755519,13.4553223067256,-Inf,-Inf,-Inf,-Inf,2.39789527279837,-1.41943636765112,-0.573701168111277,17.83668415762,13.4553208731253,,,,,0.874591382923689,,,2.88125724427245,2.59937463176708
H3K36me3_TDH_ENCODE/samples/skeletalMuscle/ENCFF060PYR/problems/chr5:100000-17500000,0,0,0,0,8,0.177018850574713,0.475701388279314,17400000,169309,0,0,0,0,2.19722457733622,0.162984843931292,0.389133394246676,16.671980821656,12.0394866331223,-Inf,-Inf,-Inf,-Inf,2.07944154167984,-1.73149905165697,-0.742964957155656,16.6719807641848,12.0394807267792,,,,,0.732099368086445,,,2.81372951179059,2.48819130994554
H3K36me3_TDH_ENCODE/samples/skeletalMuscle/ENCFF060PYR/problems/chr6:60000-58087659,0,0,0,0,10,0.236161017627818,0.536495270332745,58027659,752392,0,0,0,0,2.39789527279837,0.212010623712352,0.429504024375233,17.8764303513834,13.5310140728038,-Inf,-Inf,-Inf,-Inf,2.30258509299405,-1.44324142851843,-0.622697532732639,17.8764303341502,13.5310127437103,,,,,0.834032445247956,,,2.88348310407247,2.60498429109691
H3K36me3_TDH_ENCODE/samples/skeletalMuscle/ENCFF060PYR/problems/chr6:62178589-95680543,0,0,0,0,8,0.170419373150593,0.446541712088135,33501954,314567,0,0,0,0,2.19722457733622,0.15736212317615,0.369175681581118,17.3271143533015,12.6589555479675,-Inf,-Inf,-Inf,-Inf,2.07944154167984,-1.76949297885107,-0.80622246289877,17.3271143234525,12.6589523689995,,,,,0.732099368086445,,,2.85227257650154,2.5383646620281
H3K36me3_TDH_ENCODE/samples/skeletalMuscle/ENCFF060PYR/problems/chr7:62500000-74715724,0,0,0,0,7,0.133818593150926,0.408175807968882,12215724,90175,0,0,0,0,2.07944154167984,0.125591221742493,0.342295113555301,16.3182346141668,11.4095185952584,-Inf,-Inf,-Inf,-Inf,1.94591014905531,-2.01127017867835,-0.896057295505017,16.3182345323051,11.4095075057717,,,,,0.665729810578276,,,2.7922831655167,2.43444699955694
H3K36me3_TDH_ENCODE/samples/skeletalMuscle/ENCFF060PYR/problems/chr8:48135599-86500000,0,0,0,0,9,0.178770000866168,0.45847255822739,38364401,377583,0,0,0,0,2.30258509299405,0.164471522682589,0.377389695083422,17.4626405563487,12.8415483394744,-Inf,-Inf,-Inf,-Inf,2.19722457733622,-1.72165521070999,-0.779854840271124,17.4626405302829,12.8415456910536,,,,,0.787195008176644,,,2.86006377209732,2.55268567193979
H3K36me3_TDH_ENCODE/samples/skeletalMuscle/ENCFF060PYR/problems/chr8:87000000-142766515,0,0,0,0,7,0.208812671905354,0.496158106148591,55766515,640509,0,0,0,0,2.07944154167984,0.189638614966908,0.402900559896124,17.8366841755519,13.3700200129995,-Inf,-Inf,-Inf,-Inf,1.94591014905531,-1.56631773561328,-0.700860640654796,17.83668415762,13.3700184517425,,,,,0.665729810578276,,,2.88125724427245,2.59301477119835
H3K36me3_TDH_ENCODE/samples/skeletalMuscle/ENCFF430SDF/problems/chr5:100000-17500000,0,0,0,0,10,0.118667873563218,0.441562096335946,17400000,112154,0,0,0,0,2.39789527279837,0.112138578806845,0.365727314751543,16.671980821656,11.6276371221021,-Inf,-Inf,-Inf,-Inf,2.30258509299405,-2.13142666637338,-0.817436620275664,16.6719807641848,11.6276282058304,,,,,0.834032445247956,,,2.81372951179059,2.45338400814265
H3K36me3_TDH_ENCODE/samples/skeletalMuscle/ENCFF430SDF/problems/chr6:60000-58087659,0,0,0,0,10,0.161488403314702,0.495120035090095,58027659,509848,0,0,0,0,2.39789527279837,0.14970228894663,0.402206494649661,17.8764303513834,13.1418698824293,-Inf,-Inf,-Inf,-Inf,2.30258509299405,-1.82332194499852,-0.702955050679135,17.8764303341502,13.1418679210623,,,,,0.834032445247956,,,2.88348310407247,2.57580315828534
H3K36me3_TDH_ENCODE/samples/skeletalMuscle/ENCFF430SDF/problems/chr6:62178589-95680543,0,0,0,0,9,0.11230437484333,0.402869307504749,33501954,205653,0,0,0,0,2.30258509299405,0.106433876758638,0.338519644610863,17.3271143533015,12.2339504239921,-Inf,-Inf,-Inf,-Inf,2.19722457733622,-2.18654246124382,-0.909143068627405,17.3271143234525,12.2339455614442,,,,,0.787195008176644,,,2.85227257650154,2.50421451103478
H3K36me3_TDH_ENCODE/samples/skeletalMuscle/ENCFF430SDF/problems/chr7:62500000-74715724,0,0,0,0,9,0.102159069736677,0.394380651742824,12215724,68209,0,0,0,0,2.30258509299405,0.0972710467173012,0.332450339440963,16.3182346141668,11.1303464606488,-Inf,-Inf,-Inf,-Inf,2.19722457733622,-2.28122417324413,-0.930438714904212,16.3182345323051,11.1303317999343,,,,,0.787195008176644,,,2.7922831655167,2.40967397615796
H3K36me3_TDH_ENCODE/samples/skeletalMuscle/ENCFF430SDF/problems/chr8:48135599-86500000,0,0,0,0,11,0.117261103594449,0.410198988553533,38364401,245909,0,0,0,0,2.484906649788,0.110880247107794,0.343730821066362,17.4626405563487,12.4127208943152,-Inf,-Inf,-Inf,-Inf,2.39789527279837,-2.14335217597365,-0.891112899086699,17.4626405302829,12.4127168277785,,,,,0.874591382923689,,,2.86006377209732,2.51872149772051
H3K36me3_TDH_ENCODE/samples/skeletalMuscle/ENCFF430SDF/problems/chr8:87000000-142766515,0,0,0,0,9,0.133107259795596,0.435099825631195,55766515,405847,0,0,0,0,2.30258509299405,0.124963646404948,0.361234411691847,17.8366841755519,12.9137339842481,-Inf,-Inf,-Inf,-Inf,2.19722457733622,-2.01660001114971,-0.832179790011282,17.83668415762,12.9137315202684,,,,,0.787195008176644,,,2.88125724427245,2.55829120416847
H3K36me3_TDH_ENCODE/samples/thyroid/ENCFF119YYL/problems/chr5:100000-17500000,0,1,1,3,14,1.68559649425287,1.43584491207478,17400000,751403,0,0.693147180559945,0.693147180559945,1.38629436111989,2.70805020110221,0.987902861295911,0.890293682827016,16.671980821656,13.5296987355042,-Inf,0,0,1.09861228866811,2.63905732961526,0.522119503684176,0.361753464845694,16.6719807641848,13.5296974046613,,-Inf,-Inf,0.0940478276166991,0.970421781277365,-0.649858783040074,-1.01679233550482,2.81372951179059,2.60488707716256
