sequenceID,fold
H3K36me3_AM_immune/samples/monocyte/McGill0101/problems/chr16:46385801-88389383,3
H3K36me3_AM_immune/samples/monocyte/McGill0101/problems/chr17:34725848-62410760,3
H3K36me3_AM_immune/samples/monocyte/McGill0101/problems/chr17:62460760-77546461,4
H3K36me3_AM_immune/samples/monocyte/McGill0101/problems/chr18:18510898-52059136,3
H3K36me3_AM_immune/samples/monocyte/McGill0101/problems/chr1:3995268-13052998,2
H3K36me3_AM_immune/samples/monocyte/McGill0101/problems/chr2:21178113-87668206,1
H3K36me3_AM_immune/samples/monocyte/McGill0101/problems/chr3:60000-66170270,4
H3K36me3_AM_immune/samples/monocyte/McGill0101/problems/chr4:75452279-191044276,3
H3K36me3_AM_immune/samples/monocyte/McGill0101/problems/chr6:95830543-157559467,1
H3K36me3_AM_immune/samples/monocyte/McGill0101/problems/chr7:100606043-130154523,1
H3K36me3_AM_immune/samples/monocyte/McGill0101/problems/chr8:86726451-142766515,4
H3K36me3_AM_immune/samples/monocyte/McGill0101/problems/chr9:92678796-133073060,4
H3K36me3_AM_immune/samples/monocyte/McGill0104/problems/chr10:18024675-38818835,2
H3K36me3_AM_immune/samples/monocyte/McGill0104/problems/chr10:51448845-125869472,1
H3K36me3_AM_immune/samples/monocyte/McGill0104/problems/chr11:96437584-134946516,3
H3K36me3_AM_immune/samples/monocyte/McGill0104/problems/chr12:37856694-109373470,4
H3K36me3_AM_immune/samples/monocyte/McGill0104/problems/chr12:7239876-34856694,2
H3K36me3_AM_immune/samples/monocyte/McGill0104/problems/chr13:19020000-86760324,2
H3K36me3_AM_immune/samples/monocyte/McGill0104/problems/chr14:19000000-107289540,4
H3K36me3_AM_immune/samples/monocyte/McGill0104/problems/chr15:29209443-82829645,2
H3K36me3_AM_immune/samples/monocyte/McGill0104/problems/chr16:46385801-88389383,3
H3K36me3_AM_immune/samples/monocyte/McGill0104/problems/chr17:34725848-62410760,3
H3K36me3_AM_immune/samples/monocyte/McGill0104/problems/chr17:62460760-77546461,4
H3K36me3_AM_immune/samples/monocyte/McGill0104/problems/chr18:18510898-52059136,3
H3K36me3_AM_immune/samples/monocyte/McGill0104/problems/chr1:3995268-13052998,2
H3K36me3_AM_immune/samples/monocyte/McGill0104/problems/chr2:21178113-87668206,1
H3K36me3_AM_immune/samples/monocyte/McGill0104/problems/chr3:60000-66170270,4
H3K36me3_AM_immune/samples/monocyte/McGill0104/problems/chr4:75452279-191044276,3
H3K36me3_AM_immune/samples/monocyte/McGill0104/problems/chr6:95830543-157559467,1
H3K36me3_AM_immune/samples/monocyte/McGill0104/problems/chr7:100606043-130154523,1
H3K36me3_AM_immune/samples/monocyte/McGill0104/problems/chr8:86726451-142766515,4
H3K36me3_AM_immune/samples/monocyte/McGill0104/problems/chr9:92678796-133073060,4
H3K36me3_AM_immune/samples/tcell/McGill0004/problems/chr10:18024675-38818835,2
H3K36me3_AM_immune/samples/tcell/McGill0004/problems/chr10:51448845-125869472,1
H3K36me3_AM_immune/samples/tcell/McGill0004/problems/chr11:96437584-134946516,3
H3K36me3_AM_immune/samples/tcell/McGill0004/problems/chr12:37856694-109373470,4
H3K36me3_AM_immune/samples/tcell/McGill0004/problems/chr12:7239876-34856694,2
H3K36me3_AM_immune/samples/tcell/McGill0004/problems/chr13:19020000-86760324,2
H3K36me3_AM_immune/samples/tcell/McGill0004/problems/chr14:19000000-107289540,4
H3K36me3_AM_immune/samples/tcell/McGill0004/problems/chr15:29209443-82829645,2
H3K36me3_AM_immune/samples/tcell/McGill0004/problems/chr16:46385801-88389383,3
H3K36me3_AM_immune/samples/tcell/McGill0004/problems/chr17:34725848-62410760,3
H3K36me3_AM_immune/samples/tcell/McGill0004/problems/chr17:62460760-77546461,4
H3K36me3_AM_immune/samples/tcell/McGill0004/problems/chr18:18510898-52059136,3
H3K36me3_AM_immune/samples/tcell/McGill0004/problems/chr1:3995268-13052998,2
H3K36me3_AM_immune/samples/tcell/McGill0004/problems/chr2:21178113-87668206,1
H3K36me3_AM_immune/samples/tcell/McGill0004/problems/chr3:60000-66170270,4
H3K36me3_AM_immune/samples/tcell/McGill0004/problems/chr4:75452279-191044276,3
H3K36me3_AM_immune/samples/tcell/McGill0004/problems/chr6:95830543-157559467,1
H3K36me3_AM_immune/samples/tcell/McGill0004/problems/chr7:100606043-130154523,1
H3K36me3_AM_immune/samples/tcell/McGill0004/problems/chr8:86726451-142766515,4
H3K36me3_AM_immune/samples/tcell/McGill0004/problems/chr9:92678796-133073060,4
H3K36me3_AM_immune/samples/tcell/McGill0005/problems/chr10:18024675-38818835,2
H3K36me3_AM_immune/samples/tcell/McGill0005/problems/chr10:51448845-125869472,1
H3K36me3_AM_immune/samples/tcell/McGill0005/problems/chr11:96437584-134946516,3
H3K36me3_AM_immune/samples/tcell/McGill0005/problems/chr12:37856694-109373470,4
H3K36me3_AM_immune/samples/tcell/McGill0005/problems/chr12:7239876-34856694,2
H3K36me3_AM_immune/samples/tcell/McGill0005/problems/chr13:19020000-86760324,2
H3K36me3_AM_immune/samples/tcell/McGill0005/problems/chr14:19000000-107289540,4
H3K36me3_AM_immune/samples/tcell/McGill0005/problems/chr15:29209443-82829645,2
H3K36me3_AM_immune/samples/tcell/McGill0005/problems/chr16:46385801-88389383,3
H3K36me3_AM_immune/samples/tcell/McGill0005/problems/chr17:34725848-62410760,3
H3K36me3_AM_immune/samples/tcell/McGill0005/problems/chr17:62460760-77546461,4
H3K36me3_AM_immune/samples/tcell/McGill0005/problems/chr18:18510898-52059136,3
H3K36me3_AM_immune/samples/tcell/McGill0005/problems/chr1:3995268-13052998,2
H3K36me3_AM_immune/samples/tcell/McGill0005/problems/chr2:21178113-87668206,1
H3K36me3_AM_immune/samples/tcell/McGill0005/problems/chr3:60000-66170270,4
H3K36me3_AM_immune/samples/tcell/McGill0005/problems/chr4:75452279-191044276,3
H3K36me3_AM_immune/samples/tcell/McGill0005/problems/chr6:95830543-157559467,1
H3K36me3_AM_immune/samples/tcell/McGill0005/problems/chr7:100606043-130154523,1
H3K36me3_AM_immune/samples/tcell/McGill0005/problems/chr8:86726451-142766515,4
H3K36me3_AM_immune/samples/tcell/McGill0005/problems/chr9:92678796-133073060,4
H3K36me3_AM_immune/samples/tcell/McGill0007/problems/chr10:18024675-38818835,2
H3K36me3_AM_immune/samples/tcell/McGill0007/problems/chr10:51448845-125869472,1
H3K36me3_AM_immune/samples/tcell/McGill0007/problems/chr11:96437584-134946516,3
H3K36me3_AM_immune/samples/tcell/McGill0007/problems/chr12:37856694-109373470,4
H3K36me3_AM_immune/samples/tcell/McGill0007/problems/chr12:7239876-34856694,2
H3K36me3_AM_immune/samples/tcell/McGill0007/problems/chr13:19020000-86760324,2
H3K36me3_AM_immune/samples/tcell/McGill0007/problems/chr14:19000000-107289540,4
H3K36me3_AM_immune/samples/tcell/McGill0007/problems/chr15:29209443-82829645,2
H3K36me3_AM_immune/samples/tcell/McGill0007/problems/chr16:46385801-88389383,3
H3K36me3_AM_immune/samples/tcell/McGill0007/problems/chr17:34725848-62410760,3
H3K36me3_AM_immune/samples/tcell/McGill0007/problems/chr17:62460760-77546461,4
H3K36me3_AM_immune/samples/tcell/McGill0007/problems/chr18:18510898-52059136,3
H3K36me3_AM_immune/samples/tcell/McGill0007/problems/chr1:3995268-13052998,2
H3K36me3_AM_immune/samples/tcell/McGill0007/problems/chr2:21178113-87668206,1
H3K36me3_AM_immune/samples/tcell/McGill0007/problems/chr3:60000-66170270,4
H3K36me3_AM_immune/samples/tcell/McGill0007/problems/chr4:75452279-191044276,3
H3K36me3_AM_immune/samples/tcell/McGill0007/problems/chr6:95830543-157559467,1
H3K36me3_AM_immune/samples/tcell/McGill0007/problems/chr7:100606043-130154523,1
H3K36me3_AM_immune/samples/tcell/McGill0007/problems/chr8:86726451-142766515,4
H3K36me3_AM_immune/samples/tcell/McGill0007/problems/chr9:92678796-133073060,4
H3K36me3_AM_immune/samples/tcell/McGill0008/problems/chr10:18024675-38818835,2
H3K36me3_AM_immune/samples/tcell/McGill0008/problems/chr10:51448845-125869472,1
H3K36me3_AM_immune/samples/tcell/McGill0008/problems/chr11:96437584-134946516,3
H3K36me3_AM_immune/samples/tcell/McGill0008/problems/chr12:37856694-109373470,4
H3K36me3_AM_immune/samples/tcell/McGill0008/problems/chr12:7239876-34856694,2
H3K36me3_AM_immune/samples/tcell/McGill0008/problems/chr13:19020000-86760324,2
H3K36me3_AM_immune/samples/tcell/McGill0008/problems/chr14:19000000-107289540,4
H3K36me3_AM_immune/samples/tcell/McGill0008/problems/chr15:29209443-82829645,2
H3K36me3_AM_immune/samples/tcell/McGill0008/problems/chr16:46385801-88389383,3
H3K36me3_AM_immune/samples/tcell/McGill0008/problems/chr17:34725848-62410760,3
H3K36me3_AM_immune/samples/tcell/McGill0008/problems/chr17:62460760-77546461,4
H3K36me3_AM_immune/samples/tcell/McGill0008/problems/chr18:18510898-52059136,3
H3K36me3_AM_immune/samples/tcell/McGill0008/problems/chr1:3995268-13052998,2
H3K36me3_AM_immune/samples/tcell/McGill0008/problems/chr2:21178113-87668206,1
H3K36me3_AM_immune/samples/tcell/McGill0008/problems/chr3:60000-66170270,4
H3K36me3_AM_immune/samples/tcell/McGill0008/problems/chr4:75452279-191044276,3
H3K36me3_AM_immune/samples/tcell/McGill0008/problems/chr6:95830543-157559467,1
H3K36me3_AM_immune/samples/tcell/McGill0008/problems/chr7:100606043-130154523,1
H3K36me3_AM_immune/samples/tcell/McGill0008/problems/chr8:86726451-142766515,4
H3K36me3_AM_immune/samples/tcell/McGill0008/problems/chr9:92678796-133073060,4
H3K36me3_AM_immune/samples/tcell/McGill0009/problems/chr10:18024675-38818835,2
H3K36me3_AM_immune/samples/tcell/McGill0009/problems/chr10:51448845-125869472,1
H3K36me3_AM_immune/samples/tcell/McGill0009/problems/chr11:96437584-134946516,3
H3K36me3_AM_immune/samples/tcell/McGill0009/problems/chr12:37856694-109373470,4
H3K36me3_AM_immune/samples/tcell/McGill0009/problems/chr12:7239876-34856694,2
H3K36me3_AM_immune/samples/tcell/McGill0009/problems/chr13:19020000-86760324,2
H3K36me3_AM_immune/samples/tcell/McGill0009/problems/chr14:19000000-107289540,4
H3K36me3_AM_immune/samples/tcell/McGill0009/problems/chr15:29209443-82829645,2
H3K36me3_AM_immune/samples/tcell/McGill0009/problems/chr16:46385801-88389383,3
H3K36me3_AM_immune/samples/tcell/McGill0009/problems/chr17:34725848-62410760,3
H3K36me3_AM_immune/samples/tcell/McGill0009/problems/chr17:62460760-77546461,4
H3K36me3_AM_immune/samples/tcell/McGill0009/problems/chr18:18510898-52059136,3
H3K36me3_AM_immune/samples/tcell/McGill0009/problems/chr1:3995268-13052998,2
H3K36me3_AM_immune/samples/tcell/McGill0009/problems/chr2:21178113-87668206,1
H3K36me3_AM_immune/samples/tcell/McGill0009/problems/chr3:60000-66170270,4
H3K36me3_AM_immune/samples/tcell/McGill0009/problems/chr4:75452279-191044276,3
H3K36me3_AM_immune/samples/tcell/McGill0009/problems/chr6:95830543-157559467,1
H3K36me3_AM_immune/samples/tcell/McGill0009/problems/chr7:100606043-130154523,1
H3K36me3_AM_immune/samples/tcell/McGill0009/problems/chr8:86726451-142766515,4
H3K36me3_AM_immune/samples/tcell/McGill0009/problems/chr9:92678796-133073060,4
H3K36me3_AM_immune/samples/tcell/McGill0011/problems/chr10:18024675-38818835,2
H3K36me3_AM_immune/samples/tcell/McGill0011/problems/chr10:51448845-125869472,1
H3K36me3_AM_immune/samples/tcell/McGill0011/problems/chr11:96437584-134946516,3
H3K36me3_AM_immune/samples/tcell/McGill0011/problems/chr12:37856694-109373470,4
H3K36me3_AM_immune/samples/tcell/McGill0011/problems/chr12:7239876-34856694,2
H3K36me3_AM_immune/samples/tcell/McGill0011/problems/chr13:19020000-86760324,2
H3K36me3_AM_immune/samples/tcell/McGill0011/problems/chr14:19000000-107289540,4
H3K36me3_AM_immune/samples/tcell/McGill0011/problems/chr15:29209443-82829645,2
H3K36me3_AM_immune/samples/tcell/McGill0011/problems/chr16:46385801-88389383,3
H3K36me3_AM_immune/samples/tcell/McGill0011/problems/chr17:34725848-62410760,3
H3K36me3_AM_immune/samples/tcell/McGill0011/problems/chr17:62460760-77546461,4
H3K36me3_AM_immune/samples/tcell/McGill0011/problems/chr18:18510898-52059136,3
H3K36me3_AM_immune/samples/tcell/McGill0011/problems/chr1:3995268-13052998,2
H3K36me3_AM_immune/samples/tcell/McGill0011/problems/chr2:21178113-87668206,1
H3K36me3_AM_immune/samples/tcell/McGill0011/problems/chr3:60000-66170270,4
H3K36me3_AM_immune/samples/tcell/McGill0011/problems/chr4:75452279-191044276,3
H3K36me3_AM_immune/samples/tcell/McGill0011/problems/chr6:95830543-157559467,1
H3K36me3_AM_immune/samples/tcell/McGill0011/problems/chr7:100606043-130154523,1
H3K36me3_AM_immune/samples/tcell/McGill0011/problems/chr8:86726451-142766515,4
H3K36me3_AM_immune/samples/tcell/McGill0011/problems/chr9:92678796-133073060,4
H3K36me3_AM_immune/samples/tcell/McGill0024/problems/chr10:18024675-38818835,2
H3K36me3_AM_immune/samples/tcell/McGill0024/problems/chr10:51448845-125869472,1
H3K36me3_AM_immune/samples/tcell/McGill0024/problems/chr11:96437584-134946516,3
H3K36me3_AM_immune/samples/tcell/McGill0024/problems/chr12:37856694-109373470,4
H3K36me3_AM_immune/samples/tcell/McGill0024/problems/chr12:7239876-34856694,2
H3K36me3_AM_immune/samples/tcell/McGill0024/problems/chr13:19020000-86760324,2
H3K36me3_AM_immune/samples/tcell/McGill0024/problems/chr14:19000000-107289540,4
H3K36me3_AM_immune/samples/tcell/McGill0024/problems/chr15:29209443-82829645,2
H3K36me3_AM_immune/samples/tcell/McGill0024/problems/chr16:46385801-88389383,3
H3K36me3_AM_immune/samples/tcell/McGill0024/problems/chr17:34725848-62410760,3
H3K36me3_AM_immune/samples/tcell/McGill0024/problems/chr17:62460760-77546461,4
H3K36me3_AM_immune/samples/tcell/McGill0024/problems/chr18:18510898-52059136,3
H3K36me3_AM_immune/samples/tcell/McGill0024/problems/chr1:3995268-13052998,2
H3K36me3_AM_immune/samples/tcell/McGill0024/problems/chr2:21178113-87668206,1
H3K36me3_AM_immune/samples/tcell/McGill0024/problems/chr3:60000-66170270,4
H3K36me3_AM_immune/samples/tcell/McGill0024/problems/chr4:75452279-191044276,3
H3K36me3_AM_immune/samples/tcell/McGill0024/problems/chr6:95830543-157559467,1
H3K36me3_AM_immune/samples/tcell/McGill0024/problems/chr7:100606043-130154523,1
H3K36me3_AM_immune/samples/tcell/McGill0024/problems/chr8:86726451-142766515,4
H3K36me3_AM_immune/samples/tcell/McGill0024/problems/chr9:92678796-133073060,4
H3K36me3_AM_immune/samples/tcell/McGill0025/problems/chr10:18024675-38818835,2
H3K36me3_AM_immune/samples/tcell/McGill0025/problems/chr10:51448845-125869472,1
H3K36me3_AM_immune/samples/tcell/McGill0025/problems/chr11:96437584-134946516,3
H3K36me3_AM_immune/samples/tcell/McGill0025/problems/chr12:37856694-109373470,4
H3K36me3_AM_immune/samples/tcell/McGill0025/problems/chr12:7239876-34856694,2
H3K36me3_AM_immune/samples/tcell/McGill0025/problems/chr13:19020000-86760324,2
H3K36me3_AM_immune/samples/tcell/McGill0025/problems/chr14:19000000-107289540,4
H3K36me3_AM_immune/samples/tcell/McGill0025/problems/chr15:29209443-82829645,2
H3K36me3_AM_immune/samples/tcell/McGill0025/problems/chr16:46385801-88389383,3
H3K36me3_AM_immune/samples/tcell/McGill0025/problems/chr17:34725848-62410760,3
H3K36me3_AM_immune/samples/tcell/McGill0025/problems/chr17:62460760-77546461,4
H3K36me3_AM_immune/samples/tcell/McGill0025/problems/chr18:18510898-52059136,3
H3K36me3_AM_immune/samples/tcell/McGill0025/problems/chr1:3995268-13052998,2
H3K36me3_AM_immune/samples/tcell/McGill0025/problems/chr2:21178113-87668206,1
H3K36me3_AM_immune/samples/tcell/McGill0025/problems/chr3:60000-66170270,4
H3K36me3_AM_immune/samples/tcell/McGill0025/problems/chr4:75452279-191044276,3
H3K36me3_AM_immune/samples/tcell/McGill0025/problems/chr6:95830543-157559467,1
H3K36me3_AM_immune/samples/tcell/McGill0025/problems/chr7:100606043-130154523,1
H3K36me3_AM_immune/samples/tcell/McGill0025/problems/chr8:86726451-142766515,4
H3K36me3_AM_immune/samples/tcell/McGill0025/problems/chr9:92678796-133073060,4
H3K36me3_AM_immune/samples/tcell/McGill0026/problems/chr10:18024675-38818835,2
H3K36me3_AM_immune/samples/tcell/McGill0026/problems/chr10:51448845-125869472,1
H3K36me3_AM_immune/samples/tcell/McGill0026/problems/chr11:96437584-134946516,3
H3K36me3_AM_immune/samples/tcell/McGill0026/problems/chr12:37856694-109373470,4
H3K36me3_AM_immune/samples/tcell/McGill0026/problems/chr12:7239876-34856694,2
H3K36me3_AM_immune/samples/tcell/McGill0026/problems/chr13:19020000-86760324,2
H3K36me3_AM_immune/samples/tcell/McGill0026/problems/chr14:19000000-107289540,4
H3K36me3_AM_immune/samples/tcell/McGill0026/problems/chr15:29209443-82829645,2
H3K36me3_AM_immune/samples/tcell/McGill0026/problems/chr16:46385801-88389383,3
H3K36me3_AM_immune/samples/tcell/McGill0026/problems/chr17:34725848-62410760,3
H3K36me3_AM_immune/samples/tcell/McGill0026/problems/chr17:62460760-77546461,4
H3K36me3_AM_immune/samples/tcell/McGill0026/problems/chr18:18510898-52059136,3
H3K36me3_AM_immune/samples/tcell/McGill0026/problems/chr1:3995268-13052998,2
H3K36me3_AM_immune/samples/tcell/McGill0026/problems/chr2:21178113-87668206,1
H3K36me3_AM_immune/samples/tcell/McGill0026/problems/chr3:60000-66170270,4
H3K36me3_AM_immune/samples/tcell/McGill0026/problems/chr4:75452279-191044276,3
H3K36me3_AM_immune/samples/tcell/McGill0026/problems/chr6:95830543-157559467,1
H3K36me3_AM_immune/samples/tcell/McGill0026/problems/chr7:100606043-130154523,1
H3K36me3_AM_immune/samples/tcell/McGill0026/problems/chr8:86726451-142766515,4
H3K36me3_AM_immune/samples/tcell/McGill0026/problems/chr9:92678796-133073060,4
H3K36me3_AM_immune/samples/tcell/McGill0027/problems/chr10:18024675-38818835,2
H3K36me3_AM_immune/samples/tcell/McGill0027/problems/chr10:51448845-125869472,1
H3K36me3_AM_immune/samples/tcell/McGill0027/problems/chr11:96437584-134946516,3
H3K36me3_AM_immune/samples/tcell/McGill0027/problems/chr12:37856694-109373470,4
H3K36me3_AM_immune/samples/tcell/McGill0027/problems/chr12:7239876-34856694,2
H3K36me3_AM_immune/samples/tcell/McGill0027/problems/chr13:19020000-86760324,2
H3K36me3_AM_immune/samples/tcell/McGill0027/problems/chr14:19000000-107289540,4
H3K36me3_AM_immune/samples/tcell/McGill0027/problems/chr15:29209443-82829645,2
H3K36me3_AM_immune/samples/tcell/McGill0027/problems/chr16:46385801-88389383,3
H3K36me3_AM_immune/samples/tcell/McGill0027/problems/chr17:34725848-62410760,3
H3K36me3_AM_immune/samples/tcell/McGill0027/problems/chr17:62460760-77546461,4
H3K36me3_AM_immune/samples/tcell/McGill0027/problems/chr18:18510898-52059136,3
H3K36me3_AM_immune/samples/tcell/McGill0027/problems/chr1:3995268-13052998,2
H3K36me3_AM_immune/samples/tcell/McGill0027/problems/chr2:21178113-87668206,1
H3K36me3_AM_immune/samples/tcell/McGill0027/problems/chr3:60000-66170270,4
H3K36me3_AM_immune/samples/tcell/McGill0027/problems/chr4:75452279-191044276,3
H3K36me3_AM_immune/samples/tcell/McGill0027/problems/chr6:95830543-157559467,1
H3K36me3_AM_immune/samples/tcell/McGill0027/problems/chr7:100606043-130154523,1
H3K36me3_AM_immune/samples/tcell/McGill0027/problems/chr8:86726451-142766515,4
H3K36me3_AM_immune/samples/tcell/McGill0027/problems/chr9:92678796-133073060,4
H3K36me3_AM_immune/samples/tcell/McGill0028/problems/chr10:18024675-38818835,2
H3K36me3_AM_immune/samples/tcell/McGill0028/problems/chr10:51448845-125869472,1
H3K36me3_AM_immune/samples/tcell/McGill0028/problems/chr11:96437584-134946516,3
